id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
82,2019-09-27 20:26:32.591341,,,,,,f,,{},participant,0167f98cb97c00ea6c9360cf67cc1709,mturk,82,37XITHEISYXGHVEA8OLN6X1D29NCRU,82:37XITHEISYXGHVEA8OLN6X1D29NCRU,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:27:20.087408,,,returned
83,2019-09-27 20:28:38.585069,,,,,,f,,{},participant,399c11382a464b3d16451ebd334c570f,mturk,83,3GDTJDAPVWZN8CB5M491ICBK6V0M87,83:3GDTJDAPVWZN8CB5M491ICBK6V0M87,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:30:31.922068,,,returned
81,2019-09-27 20:24:13.25984,,,,,,f,,{},participant,d1bbc392b59fe5aafb11cabb56ecc5e0,mturk,81,3DPNQGW4LN3K083BNLC7C4YTE9P64A,81:3DPNQGW4LN3K083BNLC7C4YTE9P64A,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:28:35.605634,1,0.07,approved
85,2019-09-27 20:37:36.618033,,,,,,f,,{},participant,9eb114c09e62eea3dae26371de12feef,mturk,85,3NXNZ5RS1CL41ENSNQDQZQ95VCR79A,85:3NXNZ5RS1CL41ENSNQDQZQ95VCR79A,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:39:31.760384,,,returned
84,2019-09-27 20:37:10.175223,,,,,,f,,{},participant,1e00d8c7f46b733a40590221ff729bea,mturk,84,3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,84:3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:38:07.659394,,,returned
87,2019-09-27 20:55:42.602816,,,,,,f,,{},participant,a118243d599189201e4345516e8ed4ac,mturk,87,3M23Y66PO4V32T5MDM8PA7EZSPAS6L,87:3M23Y66PO4V32T5MDM8PA7EZSPAS6L,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:56:00.314616,,,returned
88,2019-09-27 20:56:53.990259,,,,,,f,,{},participant,3cc77ff91acb4044267203f68c755744,mturk,88,3TOK3KHVJV6781RYPFW8WG4UQCSO7M,88:3TOK3KHVJV6781RYPFW8WG4UQCSO7M,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 20:58:57.084293,,,returned
86,2019-09-27 20:38:31.473233,,,,,,f,,{},participant,62cf2fa371305b977625ef1d716643f0,mturk,86,3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,86:3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 21:02:11.595599,,,abandoned
89,2019-09-27 21:05:44.547606,,,,,,f,,{},participant,240bbb30cfa1698aa120ae51e98e74f0,mturk,89,3TMFV4NEPA2JDO5JQ6FORADB4XNW8H,89:3TMFV4NEPA2JDO5JQ6FORADB4XNW8H,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 21:08:37.873769,,,returned
90,2019-09-27 21:07:26.610735,,,,,,f,,{},participant,f32caf19ff2447ea6fe158397847805d,mturk,90,3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,90:3LKC68YZ3CRMYGSZXN4KOW3BJ23WOW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 21:08:55.754657,,,returned
91,2019-09-27 21:11:53.047921,,,,,,f,,{},participant,b72fa5d237d2462d6d2d2ea1c80f5b6a,mturk,91,3IAEQB9FMG8VUJ1A7EQ4D2RCFP0WD5,91:3IAEQB9FMG8VUJ1A7EQ4D2RCFP0WD5,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 21:13:26.378524,,,returned
